cardtitle_bloodmoney,title,1,ch_colorofmoney,,,,
cardtitle_headsup,title,1,ch_heads_up,,,,
cardtitle_droppincrates,title,1,ch_droppincrates,,,,
cardtitle_mach5,title,1,ch_surgical_smg,,,,
cardtitle_drifter,title,1,ch_vandalism,,,,
cardtitle_devastator,title,1,ch_tangodown,,,,
cardtitle_omnicide,title,1,ch_omnicide,,,,
cardtitle_backsmasher,title,1,ch_backsmasher,,,,
cardtitle_streaker,title,1,ch_fearless,,,,
cardtitle_theextreme,title,1,ch_mvp_thc,,,,
cardtitle_allpro,title,1,ch_allpro,,,,
cardtitle_dominofx,title,1,ch_dominos,,,,
cardtitle_publicenemy,title,1,ch_mvp_tdm,,,,
cardtitle_accidentprone,title,1,ch_basejump,,,,
cardtitle_no,title,1,ch_no,,,,
cardtitle_smashhit,title,1,ch_smasher,,,,
cardtitle_surgical,title,1,ch_surgical_assault,,,,
cardtitle_survivor,title,1,ch_survivor,,,,
cardtitle_lightsout,title,1,ch_thinkfastflash,,,,
cardtitle_darkbringer,title,1,ch_darkbringer,,,,
cardtitle_perfectionist,title,1,ch_surgical_sniper,,,,
cardtitle_silentknight,title,1,ch_didyouseethat,,,,
cardtitle_klepto,title,1,ch_renaissance,,,,
cardtitle_heart,title,1,ch_miserylovescompany,,,,
cardtitle_toxicavenger,title,1,ch_radiationsickness,,,,
cardtitle_livingdead,title,1,ch_livingdead,,,,
cardtitle_infected,title,1,ch_infected,,,,
cardtitle_friendswith,title,1,ch_resourceful,,,,
cardtitle_uavrays,title,1,ch_sunblock,,,,
cardtitle_martyr,title,1,ch_martyr,,,,
cardtitle_enemybenefits,title,1,ch_grouphug,,,,
cardtitle_howthe,title,1,ch_howthe,,,,
cardtitle_duckhunter,title,1,ch_hardlanding,,,,
cardtitle_reversaloffortune,title,1,ch_counterclaymore_2,,,,
cardtitle_bowdown,title,1,ch_crouchshot_2,,,,
cardtitle_tacticaldeletion,title,1,ch_tacticaldeletion,,,,
cardtitle_boilermaker,title,1,ch_carbomb,,,,
cardtitle_pushindaisy,title,1,ch_goodbye,,,,
cardtitle_plague,title,1,ch_plague,,,,
cardtitle_thinkfast,title,1,ch_thinkfast,,,,
cardtitle_noobtuber,title,1,ch_ouch,,,,
cardtitle_highlander,title,1,ch_flawless,,,,
cardtitle_backstabber,title,1,ch_backstabber,,,,
cardtitle_takeastab,title,1,ch_carnie_2,,,,
cardtitle_behindenemy,title,1,ch_theloner,,,,
cardtitle_specialist,title,1,ch_all_perks_bonus_2,,,,
cardtitle_rejected,title,1,ch_backdraft_2,,,,
cardtitle_flashbang,title,1,ch_indecentexposure_2,,,,
cardtitle_concussion,title,1,ch_alittleconcussed_2,,,,
cardtitle_empgrenade,title,1,ch_onthepulse_2,,,,
cardtitle_smokegrenade,title,1,ch_smokeemifyougotem_2,,,,
cardtitle_scrambler,title,1,ch_scram_2,,,,
cardtitle_portableradar,title,1,ch_zerolatency_2,,,,
cardtitle_pineappleexpress,title,1,ch_grenadekill_2,,,,
cardtitle_bam,title,0,ch_masterchef_2,,,,
cardtitle_bouncer,title,1,ch_bouncingbetty_2,,,,
cardtitle_noboom,title,1,ch_noboomforyou_2,,,,
cardtitle_anarchist,title,1,ch_multic4_2,,,,
cardtitle_hardcoreonly,title,1,ch_teamplayer_hc_2,,,,
cardtitle_ambush,title,1,ch_multiclaymore_2,,,,
cardtitle_feared,title,1,ch_victor_dm_2,,,,
cardtitle_ghilliemist,title,1,ch_ghillie_2,,,,
cardtitle_lowprofile,title,1,ch_proneshot_2,,,,
cardtitle_boomheadshot,title,1,ch_expert_lmg_2,,,,
cardtitle_c4andafter,title,1,ch_c4shot_2,,,,
cardtitle_intergalactic,title,1,ch_victor_sab_2,,,,
cardtitle_popoff,title,1,ch_expert_smg_2,,,,
cardtitle_pinpuller,title,1,ch_multifrag_2,,,,
cardtitle_crackinskulls,title,1,ch_expert_assault_2,,,,
cardtitle_copperfield,title,1,ch_jackinthebox_2,,,,
cardtitle_jointops,title,1,ch_assists_2,,,,
cardtitle_unbreakable,title,1,ch_shield_explosive_3,,,,
cardtitle_protectserve,title,1,ch_shield_damage_3,,,,
cardtitle_bulletproof,title,1,ch_shield_bullet_3,,,,
cardtitle_sentrymaster,title,1,ch_looknohands_4,,,,
cardtitle_predatormaster,title,1,ch_predator_4,,,,
cardtitle_airstrikemaster,title,1,ch_carpetbomber_4,,,,
cardtitle_helimaster,title,1,ch_choppervet_4,,,,
cardtitle_pavelowmaster,title,1,ch_jollygreengiant_4,,,,
cardtitle_stealthmaster,title,1,ch_thespirit_4,,,,
cardtitle_ac130master,title,1,ch_spectre_4,,,,
cardtitle_blademaster,title,1,ch_knifevet_4,,,,
cardtitle_laststandmaster,title,1,ch_laststandvet_4,,,,
cardtitle_silencermaster,title,1,ch_stealthvet_4,,,,
cardtitle_flashmaster,title,1,ch_flashbangvet_4,,,,
cardtitle_stunmaster,title,1,ch_concussionvet_4,,,,
cardtitle_longersprint,title,1,ch_longersprint_pro_5,,,,
cardtitle_sleightofhand,title,1,ch_sleightofhand_pro_5,,,,
cardtitle_scavenger,title,1,ch_scavenger_pro_5,,,,
cardtitle_blindeye,title,1,ch_blindeye_pro_5,,,,
cardtitle_paint,title,1,ch_paint_pro_5,,,,
cardtitle_hardline,title,1,ch_hardline_pro_5,,,,
cardtitle_assassin,title,1,ch_coldblooded_pro_5,,,,
cardtitle_quickdraw,title,1,ch_quickdraw_pro_5,,,,
cardtitle_overkill,title,1,ch_twoprimaries_pro_5,,,,
cardtitle_blastshield,title,1,ch_blastshield_pro_5,,,,
cardtitle_bombsquad,title,1,ch_detectexplosives_pro_5,,,,
cardtitle_ironlungs,title,1,ch_autospot_pro_5,,,,
cardtitle_steadyaim,title,1,ch_bulletaccuracy_pro_5,,,,
cardtitle_deadsilence,title,1,ch_deadsilence_pro_5,,,,
cardtitle_stalker,title,1,ch_stalker_pro_5,,,,
cardtitle_kick,title,1,ch_kickstop_5,,,,
cardtitle_impact,title,1,ch_xrayvision_5,,,,
cardtitle_attachments,title,1,ch_blingbling_5,,,,
cardtitle_focus,title,1,ch_unshakeable_5,,,,
cardtitle_breath,title,1,ch_holditrightthere_5,,,,
cardtitle_stability,title,1,ch_swayless_5,,,,
cardtitle_range,title,1,ch_longishshot_5,,,,
cardtitle_melee,title,1,ch_coldsteel_5,,,,
cardtitle_speed,title,1,ch_lightweight_5,,,,
cardtitle_damage,title,1,ch_moredamage_5,,,,
cardtitle_voyeur,title,1,ch_uav_5,,,,
cardtitle_companioncrate,title,1,ch_airdrop_assault_5,,,,
cardtitle_ghostrider,title,1,ch_predator_missile_5,,,,
cardtitle_ims2,title,1,ch_ims_5,,,,
cardtitle_fireforget,title,1,ch_airdrop_sentry_minigun_5,,,,
cardtitle_brokenarrow,title,1,ch_precision_airstrike_5,,,,
cardtitle_squawkbox,title,1,ch_helicopter_5,,,,
cardtitle_lbflock2,title,1,ch_littlebird_flock_5,,,,
cardtitle_lbsupport2,title,1,ch_littlebird_support_5,,,,
cardtitle_remotemortar2,title,1,ch_remote_mortar_5,,,,
cardtitle_remotetank2,title,1,ch_airdrop_remote_tank_5,,,,
cardtitle_blackout,title,1,ch_helicopter_flares_5,,,,
cardtitle_angelofdeath,title,1,ch_ac130_5,,,,
cardtitle_jugg2,title,1,ch_airdrop_juggernaut_5,,,,
cardtitle_osprey2,title,1,ch_osprey_gunner_5,,,,
cardtitle_givinstatic2,title,1,ch_uav_support_5,,,,
cardtitle_sigint,title,1,ch_counter_uav_5,,,,
cardtitle_chickmagnet2,title,1,ch_deployable_vest_5,,,,
cardtitle_chickmagnet4,title,1,ch_airdrop_trap_5,,,,
cardtitle_chickmagnet6,title,1,ch_sam_turret_5,,,,
cardtitle_chickmagnet8,title,1,ch_remote_uav_5,,,,
cardtitle_chickmagnet10,title,1,ch_directional_uav_5,,,,
cardtitle_chickmagnet12,title,1,ch_remote_mg_turret_5,,,,
cardtitle_sbd2,title,1,ch_stealth_airstrike_5,,,,
cardtitle_starfishprime,title,1,ch_emp_5,,,,
cardtitle_chickmagnet15,title,1,ch_airdrop_juggernaut_recon_5,,,,
cardtitle_chickmagnet17,title,1,ch_escort_airdrop_5,,,,
cardtitle_longersprint_ks,title,1,ch_longersprint_ks_5,,,,
cardtitle_sleightofhand_ks,title,1,ch_fastreload_ks_5,,,,
cardtitle_scavenger_ks,title,1,ch_scavenger_ks_5,,,,
cardtitle_blindeye_ks,title,1,ch_blindeye_ks_5,,,,
cardtitle_paint_ks,title,1,ch_paint_ks_5,,,,
cardtitle_hardline_ks,title,1,ch_hardline_ks_5,,,,
cardtitle_assassin_ks,title,1,ch_coldblooded_ks_5,,,,
cardtitle_quickdraw_ks,title,1,ch_quickdraw_ks_5,,,,
cardtitle_blastshield_ks,title,1,ch_blastshield_ks_5,,,,
cardtitle_bombsquad_ks,title,1,ch_detectexplosive_ks_5,,,,
cardtitle_ironlungs_ks,title,1,ch_autospot_ks_5,,,,
cardtitle_steadyaim_ks,title,1,ch_bulletaccuracy_ks_5,,,,
cardtitle_deadsilence_ks,title,1,ch_quieter_ks_5,,,,
cardtitle_stalker_ks,title,1,ch_stalker_ks_5,,,,
cardtitle_flag_united_states,title,6,,,,,
cardtitle_flag_uk,title,6,,,,,
cardtitle_flag_canada,title,6,,,,,
cardtitle_flag_australia,title,6,,,,,
cardtitle_flag_spain,title,6,,,,,
cardtitle_flag_austria,title,6,,,,,
cardtitle_flag_japan,title,6,,,,,
cardtitle_flag_brazil,title,6,,,,,
cardtitle_flag_swiss,title,6,,,,,
cardtitle_flag_russia,title,6,,,,,
cardtitle_flag_mexico,title,6,,,,,
cardtitle_flag_france,title,6,,,,,
cardtitle_flag_germany,title,6,,,,,
cardtitle_flag_italy,title,6,,,,,
cardtitle_flag_norway,title,6,,,,,
cardtitle_flag_greece,title,6,,,,,
cardtitle_flag_sweden,title,6,,,,,
cardtitle_flag_ireland,title,6,,,,,
cardtitle_flag_belgium,title,6,,,,,
cardtitle_flag_finland,title,6,,,,,
cardtitle_flag_luxemburg,title,6,,,,,
cardtitle_flag_czech,title,6,,,,,
cardtitle_flag_netherlands,title,6,,,,,
cardtitle_flag_newzealand,title,6,,,,,
cardtitle_flag_philippines,title,6,,,,,
cardtitle_flag_poland,title,6,,,,,
cardtitle_flag_portugal,title,6,,,,,
cardtitle_flag_denmark,title,6,,,,,
cardtitle_flag_saudiarabia,title,6,,,,,
cardtitle_flag_singapore,title,6,,,,,
cardtitle_flag_southafrica,title,6,,,,,
cardtitle_flag_southkorea,title,6,,,,,
cardtitle_flag_hongkong,title,6,,,,,
cardtitle_flag_india,title,6,,,,,
cardtitle_flag_taiwan,title,6,,,,,
cardtitle_flag_united_arab_emirates,title,6,,,,,
cardtitle_flag_elsalvador,title,6,,,,,
cardtitle_flag_china,title,6,,,,,
cardtitle_flag_iran,title,6,,,,,
cardtitle_flag_turkey,title,6,,,,,
cardicon_default,icon,0,,,,,
cardicon_pvt1,icon,1,,,,,
cardicon_pfc1,icon,3,,,,,
cardicon_spc1,icon,6,,,,,
cardicon_cpl1,icon,9,,,,,
cardicon_sgt1,icon,12,,,,,
cardicon_ssgt1,icon,15,,,,,
cardicon_sfc1,icon,19,,,,,
cardicon_msgt1,icon,23,,,,,
cardicon_1stsgt1,icon,27,,,,,
cardicon_sgtmaj1,icon,31,,,,,
cardicon_cmdsgtmaj1,icon,35,,,,,
cardicon_2ndlt1,icon,39,,,,,
cardicon_1stlt1,icon,43,,,,,
cardicon_capt1,icon,47,,,,,
cardicon_maj1,icon,51,,,,,
cardicon_ltcol1,icon,55,,,,,
cardicon_col1,icon,59,,,,,
cardicon_bgen1,icon,63,,,,,
cardicon_majgen1,icon,67,,,,,
cardicon_ltgen1,icon,71,,,,,
cardicon_gen1,icon,75,,,,,
cardicon_comm1,icon,79,,,,,
cardicon_mw3_prestige1,icon,1,ch_prestige,,,,
cardicon_mw3_prestige2,icon,1,ch_prestige_2,,,,
cardicon_mw3_prestige3,icon,1,ch_prestige_3,,,,
cardicon_mw3_prestige4,icon,1,ch_prestige_4,,,,
cardicon_mw3_prestige5,icon,1,ch_prestige_5,,,,
cardicon_mw3_prestige6,icon,1,ch_prestige_6,,,,
cardicon_mw3_prestige7,icon,1,ch_prestige_7,,,,
cardicon_mw3_prestige8,icon,1,ch_prestige_8,,,,
cardicon_mw3_prestige9,icon,1,ch_prestige_9,,,,
cardicon_mw3_prestige10,icon,1,ch_prestige_10,,,,
cardicon_prestige1,icon,1,ch_heads_up,,,,
cardicon_prestige2,icon,1,ch_looknohands_4,,,,
cardicon_prestige3,icon,1,ch_predator_4,,,,
cardicon_prestige4,icon,1,ch_carpetbomber_4,,,,
cardicon_prestige6,icon,1,ch_choppervet_4,,,,
cardicon_prestige7,icon,1,ch_jollygreengiant_4,,,,
cardicon_prestige8,icon,1,ch_thespirit_4,,,,
cardicon_prestige9,icon,1,ch_spectre_3,,,,
cardicon_prestige10,icon,1,ch_spectre_4,,,,
cardicon_cod4,icon,1,ch_prestige_10,,,,
cardicon_prpurchase_icon1,icon,,ch_prPurchase_title1,,,,ch_prPurchase_title1
cardicon_prpurchase_icon2,icon,,ch_prPurchase_title2,,,,ch_prPurchase_title2
cardicon_prpurchase_icon3,icon,,ch_prPurchase_title3,,,,ch_prPurchase_title3
cardicon_elite02,icon,9999,,,,,
cardicon_elite03,icon,9999,,,,,
cardicon_elite04,icon,9999,,,,,
cardicon_elite05,icon,9999,,,,,
cardicon_elite06,icon,9999,,,,,
cardicon_elite07,icon,9999,,,,,
cardicon_elite08,icon,9999,,,,,
cardicon_elite09,icon,9999,,,,,
cardicon_elite10,icon,9999,,,,,
cardicon_elite11,icon,9999,,,,,
cardicon_elite12,icon,9999,,,,,
cardicon_elite13,icon,9999,,,,,
cardicon_elite14,icon,9999,,,,,
cardicon_elite15,icon,9999,,,,,
cardicon_elite16,icon,9999,,,,,
cardicon_elite17,icon,9999,,,,,
cardicon_elite18,icon,9999,,,,,
cardicon_elite19,icon,9999,,,,,
cardicon_elite20,icon,9999,,,,,
cardicon_elite01,icon,1,ch_carpetbomb,,,,
cardicon_patch,icon,1,ch_grouphug,,,,
cardicon_compass,icon,1,ch_flyswatter,,,,
cardicon_b2,icon,1,ch_technokiller,,,,
cardicon_noseart1,icon,1,ch_finishingtouch,,,,
cardicon_pavelow,icon,1,ch_transformer,,,,
cardicon_blue,icon,1,ch_invincible,,,,
cardicon_tsuenami,icon,1,ch_stickman,,,,
cardicon_macgregor,icon,1,ch_vandalism,,,,
cardicon_grunt_2,icon,1,ch_hardlanding,,,,
cardicon_nates,icon,1,ch_shield_explosive_3,,,,
cardicon_brassknuckle,icon,1,ch_afterburner,,,,
cardicon_ac130_angelflare,icon,1,ch_deathfromabove,,,,
cardicon_skullaward,icon,1,ch_basejump,,,,
cardicon_umbracatervae,icon,1,ch_shield_damage_3,,,,
cardicon_brad,icon,1,ch_assists_3,,,,
cardicon_bullets_50cal,icon,1,ch_surgical_assault,,,,
cardicon_bulletcase,icon,1,ch_fastswap,,,,
cardicon_doubletap,icon,1,ch_surgical_smg,,,,
cardicon_fmj,icon,1,ch_surgical_lmg,,,,
cardicon_grunt,icon,1,ch_crouchshot_3,,,,
cardicon_juggernaut_2,icon,1,ch_proneshot_3,,,,
cardicon_gasmask,icon,1,ch_didyouseethat,,,,
cardicon_nightvision_1,icon,1,ch_moneyshot,,,,
cardicon_sniperscope,icon,1,ch_surgical_sniper,,,,
cardicon_badgirl,icon,1,ch_backdraft_3,,,,
cardicon_iss,icon,1,ch_dronekiller,,,,
cardicon_minigun,icon,1,ch_absentee,,,,
cardicon_ball_basketball_1,icon,1,ch_its_personal,,,,
cardicon_helmet_football_1,icon,1,ch_hotpotato_2,,,,
cardicon_lion,icon,1,ch_sidekick,,,,
cardicon_sheppard,icon,1,ch_darkbringer,,,,
cardicon_comic_shepherd,icon,1,ch_nbk,,,,
cardicon_koiker_hound,icon,1,ch_og,,,,
cardicon_grigsby,icon,1,ch_avenger,,,,
cardicon_taskforcearmy01,icon,1,ch_renaissance,,,,
cardicon_ghost_bust,icon,1,ch_mvp_tdm,,,,
cardicon_ghillie,icon,1,ch_ghillie_3,,,,
cardicon_chicken,icon,1,ch_tacticaldeletion,,,,
cardicon_price_ww2,icon,1,ch_bombplanter_2,,,,
cardicon_pricewoodland,icon,1,ch_hero_2,,,,
cardicon_pricearctic,icon,1,ch_bombdefender_2,,,,
cardicon_assad,icon,1,ch_saboteur_2,,,,
cardicon_makarov,icon,1,ch_lastmanstanding,,,,
cardicon_brock,icon,1,ch_slowbutsure,,,,
cardicon_throwingknife,icon,1,ch_flawless,,,,
cardicon_league_magnum,icon,1,ch_bombdown,,,,
cardicon_dive,icon,1,ch_mvp_thc,,,,
cardicon_ball_soccer_1,icon,1,ch_expert_assault_3,,,,
cardicon_ball_baseball_1,icon,1,ch_expert_smg_3,,,,
cardicon_ball_football_1,icon,1,ch_expert_lmg_3,,,,
cardicon_kitten,icon,1,ch_backsmasher,,,,
cardicon_pushingupdaisies,icon,1,ch_goodbye,,,,
cardicon_biohazard,icon,1,ch_returntosender,,,,
cardicon_juggernaut_1,icon,1,ch_smasher,,,,
cardicon_ghost_skull,icon,1,ch_owned,,,,
cardicon_impale,icon,1,ch_unbelievable,,,,
cardicon_riotdeath,icon,1,ch_shieldvet_3,,,,
cardicon_headshot,icon,1,ch_allpro,,,,
cardicon_car,icon,1,ch_carbomb_2,,,,
cardicon_gumby,icon,1,ch_ouch,,,,
cardicon_spetsnaz,icon,1,ch_concussionvet_4,,,,
cardicon_redhand,icon,1,ch_fearless,,,,
cardicon_tf141,icon,1,ch_rival,,,,
cardicon_ball_volleyball_1,icon,1,ch_tangodown,,,,
cardicon_iwlogo,icon,1,ch_wargasm,,,,
cardicon_porterjustice,icon,1,ch_countermvp,,,,
cardicon_knife_logo,icon,1,ch_knifevet_4,,,,
cardicon_humantrophy,icon,1,ch_extremecruelty,,,,
cardicon_knife,icon,1,ch_backstabber,,,,
cardicon_skull,icon,1,ch_colorofmoney_2,,,,
cardicon_xray,icon,1,ch_blindfire,,,,
cardicon_skull_black,icon,1,ch_collateraldamage,,,,
cardicon_nightvision_2,icon,1,ch_droppincrates,,,,
cardicon_moon,icon,1,ch_lastresort,,,,
cardicon_radiation,icon,1,ch_timeismoney_2,,,,
cardicon_goodgirl,icon,1,ch_starplayer,,,,
cardicon_seasnipers,icon,1,ch_iamrich_2,,,,
cardicon_soap,icon,1,ch_overdraft,,,,
cardicon_pirate,icon,1,ch_theedge_3,,,,
cardicon_pirateflag,icon,1,ch_flashbangvet_4,,,,
cardicon_helmet_baseball_1,icon,1,ch_sunblock,,,,
cardicon_hockey_1,icon,1,ch_thebiggertheyare,,,,
cardicon_hockey_2,icon,1,ch_thehardertheyfall,,,,
cardicon_tennisracket,icon,1,ch_thebrink,,,,
cardicon_tiger,icon,1,ch_reaper,,,,
cardicon_honeybadger01,icon,1,ch_laststandvet_4,,,,
cardicon_kinggorilla,icon,1,ch_enemyofthestate,,,,
cardicon_thecow,icon,1,ch_slasher,,,,
cardicon_warpig,icon,1,ch_clickclickboom,,,,
cardicon_claw,icon,1,ch_atm,,,,
cardicon_boot,icon,1,ch_airborne,,,,
cardicon_devilfinger,icon,1,ch_omnicide,,,,
cardicon_brassknuckles,icon,1,ch_survivor,,,,
cardicon_8ball,icon,1,ch_bangforbuck_2,,,,
cardicon_mushroom,icon,1,ch_thedenier,,,,
cardicon_jets,icon,1,ch_crabmeat,,,,
cardicon_tictac,icon,1,ch_victor_sab_3,,,,
cardicon_joystick,icon,1,ch_victor_dm_3,,,,
cardicon_devil,icon,1,ch_teamplayer_hc_3,,,,
cardicon_thebomb,icon,1,ch_victor_sd_3,,,,
cardicon_sniper,icon,1,ch_teamplayer_3,,,,
cardicon_icecream,icon,1,ch_miserylovescompany,,,,
cardicon_gametype,icon,1,ch_airsuperiority,,,,
cardicon_comic_price,icon,1,ch_robinhood_2,,,,
cardicon_8bit_price,icon,1,ch_theloner,,,,
cardicon_readhead,icon,1,ch_breakbank,,,,
cardicon_pacifier_blue,icon,1,ch_counterc4_3,,,,
cardicon_pacifier_pink,icon,1,ch_counterclaymore_3,,,,
cardicon_riot_shield,icon,1,ch_shield_bullet_3,,,,
cardicon_korean,icon,1,ch_nosecrets,,,,
cardicon_gears,icon,1,ch_redcarpet,,,,
cardicon_treasurechest,icon,1,ch_hijacker_3,,,,
cardicon_weed,icon,1,ch_dominos,,,,
cardicon_league_1911,icon,1,ch_stealthvet_4,,,,
cardicon_league_grenade,icon,1,ch_thinkfast,,,,
cardicon_rhino,icon,1,ch_multiclaymore_3,,,,
cardicon_bear,icon,1,ch_multifrag_3,,,,
cardicon_hyena,icon,1,ch_multirpg_3,,,,
cardicon_sugarglider,icon,1,ch_multic4_3,,,,
cardicon_stop,icon,1,ch_thinkfastconcussion,,,,
cardicon_burgertown,icon,1,ch_masterchef_3,,,,
cardicon_bulb,icon,1,ch_thinkfastflash,,,,
cardicon_tire,icon,1,ch_resourceful,,,,
cardicon_loadedfinger,icon,1,ch_mgmaster,,,,
cardicon_girlskull,icon,1,ch_survivalist,,,,
cardicon_abduction,icon,1,ch_cruelty,,,,
cardicon_illuminati,icon,1,ch_howthe,,,,
cardicon_frag,icon,1,ch_grenadekill_3,,,,
cardicon_semtex,icon,1,ch_bullseye_3,,,,
cardicon_throwing_knife,icon,1,ch_carnie_3,,,,
cardicon_bouncing_betty,icon,1,ch_bouncingbetty_3,,,,
cardicon_claymore,icon,1,ch_claymoreshot_3,,,,
cardicon_c4,icon,1,ch_c4shot_3,,,,
cardicon_flash_grenade,icon,1,ch_indecentexposure_3,,,,
cardicon_concussion_grenade,icon,1,ch_alittleconcussed_3,,,,
cardicon_scrambler,icon,1,ch_scram_3,,,,
cardicon_emp_grenade,icon,1,ch_onthepulse_3,,,,
cardicon_smoke_grenade,icon,1,ch_smokeemifyougotem_3,,,,
cardicon_trophy,icon,1,ch_noboomforyou_3,,,,
cardicon_flare,icon,1,ch_jackinthebox_3,,,,
cardicon_portable_radar,icon,1,ch_zerolatency_3,,,,
cardicon_longersprint,icon,1,ch_longersprint_pro,,,,
